,index,Names,isMale
3654,2341,ΛΕΝΤΙΟΝ,1
3655,2342,ΛΕΝΤΙΟΥ,1
3656,2343,ΛΕΟΚΡΑΤΗΣ,1
3657,7264,ΛΕΟΝΑ,0
3658,2344,ΛΕΟΝΑΡΔΟ,1
3659,2345,ΛΕΟΝΑΡΝΤ,1
3660,2346,ΛΕΟΝΑΡΝΤΟ,1
3661,2347,ΛΕΟΝΑΤ,1
3662,2348,ΛΕΟΝΕΛ,1
3663,7265,ΛΕΟΝΗ,0
3664,2349,ΛΕΟΝΙΔΑ,1
3665,2350,ΛΕΟΝΤΑΡΗΣ,1
3666,2351,ΛΕΟΝΤΗΣ,1
3667,7266,ΛΕΟΝΤΙΑ,0
3668,2352,ΛΕΟΝΤΙΝ,1
3669,2353,ΛΕΟΝΤΙΟΣ,1
3670,2354,ΛΕΟΝΤΙΟΣΑΠΟΣΤΟΛΟΣ,1
3671,2355,ΛΕΡΙ,1
3672,2356,ΛΕΥΚΗ,1
3673,7267,ΛΕΥΚΗ,0
3674,2357,ΛΕΥΚΟΘΕΑ,1
3675,7268,ΛΕΥΚΟΘΕΑ,0
3676,2358,ΛΕΥΤΕΡ,1
3677,7269,ΛΕΥΤΕΡΗ,0
3678,7270,ΛΕΥΤΕΡΙΑ,0
3679,7271,ΛΕΥΤΕΡΙΓΕ,0
3680,7272,ΛΕΥΤΕΡΙΓΙΕ,0
3681,7273,ΛΕΥΤΕΡΙΕ,0
3682,2359,ΛΕΦΤΕΡ,1
3683,7274,ΛΕΦΤΕΡΙ,0
3684,7275,ΛΕΦΤΕΡΙΑ,0
3685,2360,ΛΕΩΝ,1
3686,2361,ΛΕΩΝΔΑΣ,1
3687,2362,ΛΕΩΝΙΔΑ,1
3688,2364,ΛΕΩΝΙΔΑΣΕΥΑΓΓΕΛΟΣ,1
3689,7276,ΛΕΩΝΟΡΑ,0
3690,7277,ΛΗΔΑ,0
3691,7278,ΛΗΔΙΑ,0
3692,7279,ΛΗΜΙΑΝΑ,0
3693,5371,ΛΗΤΩ,0
3694,7280,ΛΙΑ,0
3695,7281,ΛΙΑΝΑ,0
3696,7282,ΛΙΑΝΗ,0
3697,7283,ΛΙΑΝΝΑ,0
3698,7284,ΛΙΑΡΑ,0
3699,2365,ΛΙΑΤΗΦ,1
3700,7285,ΛΙΒΕΡΙΑ,0
3701,2366,ΛΙΒΕΡΙΟΣ,1
3702,7286,ΛΙΒΙΑ,0
3703,7287,ΛΙΒΥΑ,0
3704,2367,ΛΙΓΔΑΣ,1
3705,7288,ΛΙΔΑ,0
3706,7289,ΛΙΔΙΑ,0
3707,7290,ΛΙΖΑ,0
3708,7291,ΛΙΖΕΤΑ,0
3709,7292,ΛΙΖΙΚΟ,0
3710,7293,ΛΙΘΑΡΕΝΙΑ,0
3711,7294,ΛΙΘΑΡΟΥ,0
3712,7295,ΛΙΘΑΡΟΥΛΑ,0
3713,7296,ΛΙΛΗ,0
3714,2368,ΛΙΛΙ,1
3715,7297,ΛΙΛΙ,0
3716,7304,ΛΙΛΙΙΑ,0
3717,7305,ΛΙΛΙΚΑ,0
3718,7306,ΛΙΛΙΜΠΕΘ,0
3719,7307,ΛΙΛΙΤ,0
3720,2369,ΛΙΜΙΑΝΑ,1
3721,2370,ΛΙΜΟΣ,1
3722,7308,ΛΙΝΑ,0
3723,7309,ΛΙΝΤΑ,0
3724,7310,ΛΙΝΤΙΑ,0
3725,7311,ΛΙΝΤΙΑΤΑ,0
3726,7312,ΛΙΝΤΙΤΑ,0
3727,2371,ΛΙΝΤΟΡ,1
3728,2372,ΛΙΟΒΑ,1
3729,7313,ΛΙΟΛΙΑ,0
3730,2373,ΛΙΟΝΕ,1
3731,7314,ΛΙΟΥΛΙΕΤΑ,0
3732,7315,ΛΙΟΥΛΝΤΜΙΛΑ,0
3733,2374,ΛΙΟΥΜΙΝ,1
3734,7316,ΛΙΟΥΜΠΑ,0
3735,2375,ΛΙΟΥΜΠΕΝ,1
3736,7317,ΛΙΟΥΜΠΙΤΣΑ,0
3737,7318,ΛΙΟΥΜΠΚΑ,0
3738,7319,ΛΙΟΥΜΠΟΒ,0
3739,2376,ΛΙΟΥΜΠΟΒ,1
3740,7320,ΛΙΟΥΜΠΟΦ,0
3741,7321,ΛΙΟΥΜΠΩΒ,0
3742,7322,ΛΙΟΥΜΠΩΦ,0
3743,2377,ΛΙΟΥΝΤΜΙΛ,1
3744,7323,ΛΙΟΥΝΤΜΙΛΑ,0
3745,7324,ΛΙΟΥΠΑ,0
3746,7325,ΛΙΟΥΤΑΝΑ,0
3747,7326,ΛΙΟΥΤΜΙΛΑ,0
3748,7327,ΛΙΡΙ,0
3749,7328,ΛΙΡΙΑ,0
3750,2378,ΛΙΡΙΑΝ,1
3751,7329,ΛΙΡΙΑΝΑ,0
3752,7330,ΛΙΡΙΓΙΕ,0
3753,7331,ΛΙΡΙΕ,0
3754,2379,ΛΙΡΙΚΑ,1
3755,7332,ΛΙΡΙΚΑ,0
3756,2380,ΛΙΡΙΜ,1
3757,7333,ΛΙΡΙΞΑΕΛΕΝΗ,0
3758,7334,ΛΙΣΑ,0
3759,7335,ΛΙΣΑΒΕΤΑ,0
3760,2381,ΛΙΣΙΕΝ,1
3761,7336,ΛΙΤΣΑ,0
3762,7337,ΛΙΤΩΑ,0
3763,2382,ΛΙΩΒΑ,1
3764,2383,ΛΙΩΝΗΣ,1
3765,2384,ΛΛΑΜΒΙ,1
3766,2385,ΛΛΑΜΜΠΡΟ,1
3767,2386,ΛΟΒΑΝ,1
3768,2387,ΛΟΓΓΙΝΟΣ,1
3769,2388,ΛΟΓΟΘΕΤΗΣ,1
3770,7338,ΛΟΙΔΑ,0
3771,7339,ΛΟΙΖΑ,0
3772,2389,ΛΟΙΖΟΣ,1
3773,2390,ΛΟΙΝΤ,1
3774,2391,ΛΟΡΓΚΟΥΣ,1
3775,5936,ΛΟΡΕΛΕΙ,0
3776,2392,ΛΟΡΕΝΚ,1
3777,7340,ΛΟΡΕΝΤΑΝΑ,0
3778,7341,ΛΟΡΕΝΤΑΝΑΜΙΟΑΡΑ,0
3779,7342,ΛΟΡΕΝΤΖΙΑ,0
3780,2393,ΛΟΡΕΝΤΖΟ,1
3781,2394,ΛΟΡΕΝΤΣ,1
3782,7343,ΛΟΡΕΤΑ,0
3783,2395,ΛΟΡΗ,1
3784,7344,ΛΟΡΗΧΡΙΠΣΙΜΕ,0
3785,2396,ΛΟΡΟ,1
3786,2397,ΛΟΥ,1
3787,2398,ΛΟΥΑΝ,1
3788,7345,ΛΟΥΑΡΑ,0
3789,2399,ΛΟΥΔΟΒΙΚΟΣΕΥΑΓΓΕΛΟΣ,1
3790,7346,ΛΟΥΖΑ,0
3791,2400,ΛΟΥΖΙΜ,1
3792,7348,ΛΟΥΙΖΑΑΝΝΑΜΑΡΙΑΖΙΝΖΙ,0
3793,2401,ΛΟΥΙΖΗΣ,1
3794,2402,ΛΟΥΙΖΟΣ,1
3795,7349,ΛΟΥΙΤΖΙ,0
3796,2406,ΛΟΥΙΤΖΙ,1
3797,2407,ΛΟΥΚΑ,1
3798,7350,ΛΟΥΚΑΣ,0
3799,7351,ΛΟΥΚΕΡΙΑ,0
3800,2409,ΛΟΥΚΙΑ,1
3801,7353,ΛΟΥΚΙΑΝΗ,0
3802,2411,ΛΟΥΚΙΑΝΟΣ,1
3803,7354,ΛΟΥΚΟΒΙΤΣ,0
3804,4169,ΛΟΥΚΡΕΤΣΙΟΥ,1
3805,7355,ΛΟΥΚΡΗΤΙΑ,0
3806,7356,ΛΟΥΛΑ,0
3807,7357,ΛΟΥΛΓΙΕΤΑ,0
3808,7358,ΛΟΥΛΕΖΙΜ,0
3809,2412,ΛΟΥΛΕΖΙΜ,1
3810,7359,ΛΟΥΛΕΖΙΜΕ,0
3811,2413,ΛΟΥΛΖΙΜ,1
3812,7360,ΛΟΥΛΙΕΤΑ,0
3813,7361,ΛΟΥΛΙΛΑ,0
3814,7362,ΛΟΥΛΟΥ,0
3815,2414,ΛΟΥΛΟΥΔΑ,1
3816,7363,ΛΟΥΛΟΥΔΑ,0
3817,7364,ΛΟΥΛΟΥΔΕΝΙΑ,0
3818,7365,ΛΟΥΛΟΥΔΙΑ,0
3819,7366,ΛΟΥΛΤΖΕΤΑ,0
3820,7367,ΛΟΥΜΕ,0
3821,7368,ΛΟΥΜΙΝΙΤΑ,0
3822,7369,ΛΟΥΜΠΑ,0
3823,2415,ΛΟΥΜΠΟΒ,1
3824,7370,ΛΟΥΝΤΜΙΛΑ,0
3825,2416,ΛΟΥΝΤΡΑΝ,1
3826,2417,ΛΟΥΠΟ,1
3827,2418,ΛΟΥΠΣΟ,1
3828,7371,ΛΟΥΣΑΠΕΡ,0
3829,7375,ΛΟΥΣΙΝΕ,0
3830,2419,ΛΟΥΣΙΝΕ,1
3831,7376,ΛΟΥΣΥ,0
3832,2420,ΛΟΥΤ,1
3833,7377,ΛΟΥΤΜΗΛΑ,0
3834,7378,ΛΟΥΤΜΙΛΑ,0
3835,7639,ΛΟΥΤΣΙΑΝΑ,0
3836,7379,ΛΟΥΤΣΙΚΑ,0
3837,2421,ΛΟΥΤΦΗ,1
3838,2422,ΛΟΥΤΦΙ,1
3839,7380,ΛΟΥΤΦΙΕ,0
3840,2423,ΛΟΥΦΤΑΡ,1
3841,2424,ΛΟΥΦΤΕΤΑΡ,1
3842,7381,ΛΤΖΙΛΤΖΑΝΑ,0
3843,7382,ΛΥΓΕΡΗ,0
3844,2425,ΛΥΓΕΡΗ,1
3845,2426,ΛΥΓΕΡΟΣ,1
3846,7384,ΛΥΔΙΑΕΛΕΥΘΕΡΙΑ,0
3847,2427,ΛΥΚΟΥΡΓΟΣ,1
3848,7391,ΛΥΜΠΕΡΑ,0
3849,2428,ΛΥΜΠΕΡΗΣ,1
3850,7392,ΛΥΝΤΙΑ,0
3851,2429,ΛΥΣΑΝΔΡΟ,1
3852,2430,ΛΥΣΑΝΔΡΟΣ,1
3853,7393,ΛΥΣΙΜΑΧΗ,0
3854,2431,ΛΥΣΙΜΑΧΟ,1
3855,2432,ΛΥΣΙΜΑΧΟΣ,1
3856,2433,ΛΥΣΣΑΝΔΡΟΣ,1
3857,2434,ΛΥΣΣΙΜΑΧΟΣ,1
3858,7394,ΛΥΤΦΙΓΕ,0
3859,2435,ΛΩΛΟΣ,1
3860,7395,ΛΩΡΑ,0
3861,7396,ΛΩΡΕ,0
3862,6593,ΜΑ,0
3863,2504,ΜΑΓΔ,1
3864,7398,ΜΑΓΔΑ,0
3865,2436,ΜΑΓΔΑ,1
3866,5990,ΜΑΓΔΑΛ,0
3867,7400,ΜΑΓΔΑΛΗ,0
3868,7401,ΜΑΓΔΑΛΗΝ,0
3869,2437,ΜΑΓΔΑΛΗΝΗ,1
3870,7406,ΜΑΓΔΑΛΙΝΗΧΡΙΣΤΙΝΑ,0
3871,7409,ΜΑΓΙΑ,0
3872,7410,ΜΑΓΙΩ,0
3873,2438,ΜΑΓΚΑΜΑ,1
3874,7411,ΜΑΓΚΝΤΑ,0
3875,7414,ΜΑΓΚΝΤΑΛΙΝΑ,0
3876,7415,ΜΑΓΚΟΥΛΙ,0
3877,2439,ΜΑΓΚΡΙΩΤΗΣ,1
3878,7416,ΜΑΓΚΤΑΛΙΝΑ,0
3879,7417,ΜΑΔΛΕΝΑ,0
3880,2440,ΜΑΖΑΡΑΚΗΣ,1
3881,2441,ΜΑΖΕΝ,1
3882,2442,ΜΑΖΧΑΡ,1
3883,1384,ΜΑΘΙΟΥ,1
3884,7418,ΜΑΙΑ,0
3885,7419,ΜΑΙΓΚΟ,0
3886,2443,ΜΑΙΔΕΡ,1
3887,2444,ΜΑΙΚΛΔΙΑΜΑΝΤΗΣ,1
3888,2445,ΜΑΙΛΙΝΤ,1
3889,7420,ΜΑΙΛΙΝΤΑ,0
3890,7421,ΜΑΙΝΤΑ,0
3891,2446,ΜΑΙΟΣ,1
3892,7423,ΜΑΙΡΗΣΟΦΙΑ,0
3893,2447,ΜΑΙΣ,1
3894,2448,ΜΑΙΣΤΡΟΣ,1
3895,7424,ΜΑΚΑ,0
3896,7425,ΜΑΚΑΡΕΝΑ,0
3897,7426,ΜΑΚΒΑΛΑ,0
3898,7427,ΜΑΚΕΔΟΝΙΑ,0
3899,2451,ΜΑΚΕΔΩΝ,1
3900,2452,ΜΑΚΗΣ,1
3901,2453,ΜΑΚΙΤ,1
3902,7428,ΜΑΚΜΠΟΥΛΕ,0
3903,7790,ΜΑΚΠΟΥΛ,0
3904,7429,ΜΑΚΠΟΥΛΕ,0
3905,2454,ΜΑΚΡΙΝΑ,1
3906,7431,ΜΑΚΡΙΝΗ,0
3907,7432,ΜΑΚΡΟΥΗ,0
3908,7433,ΜΑΚΣΙΝΤΑ,0
3909,7434,ΜΑΛΑΜΑ,0
3910,7435,ΜΑΛΑΜΑΤΕΝΕΙΑ,0
3911,7436,ΜΑΛΑΜΑΤΕΝΙ,0
3912,7437,ΜΑΛΑΜΑΤΕΝΙΑ,0
3913,2458,ΜΑΛΑΜΑΤΕΝΙΑ,1
3914,7439,ΜΑΛΑΜΑΤΗΜΑΓΔΑΛΗΝΗ,0
3915,7444,ΜΑΛΑΜΑΤΟΥΛΑ,0
3916,7445,ΜΑΛΑΜΑΤΩ,0
3917,7446,ΜΑΛΑΜΩ,0
3918,2459,ΜΑΛΒΙΝΟΣ,1
3919,5873,ΜΑΛΓΟΡΖΑΤ,0
3920,7450,ΜΑΛΙΑ,0
3921,2460,ΜΑΛΙΚ,1
3922,7451,ΜΑΛΙΝΑ,0
3923,2461,ΜΑΛΙΝΤΑ,1
3924,7452,ΜΑΛΙΝΤΑ,0
3925,7453,ΜΑΛΚΟΡΖΑΤΑ,0
3926,2462,ΜΑΛΚΧΑΖ,1
3927,7454,ΜΑΛΟΥΣΙΩ,0
3928,7455,ΜΑΛΤΑ,0
3929,7456,ΜΑΛΤΟΥ,0
3930,2463,ΜΑΛΧΑΖ,1
3931,2464,ΜΑΛΧΑΖΗ,1
3932,2465,ΜΑΜΑΝΤΑΣ,1
3933,2466,ΜΑΜΑΝΤΟΣ,1
3934,2467,ΜΑΜΑΣ,1
3935,2468,ΜΑΜΟΥΚΑ,1
3936,2469,ΜΑΝΑΖΗΣ,1
3937,7457,ΜΑΝΑΝΑ,0
3938,2470,ΜΑΝΑΣΗΣ,1
3939,2471,ΜΑΝΕΣΗΣ,1
3940,7458,ΜΑΝΘΑ,0
3941,7459,ΜΑΝΘΕΑ,0
3942,2472,ΜΑΝΘΟΣ,1
3943,7460,ΜΑΝΘΟΥΛΑ,0
3944,7461,ΜΑΝΙΑ,0
3945,7462,ΜΑΝΙΑΚ,0
3946,7463,ΜΑΝΙΟΛΑ,0
3947,7464,ΜΑΝΙΤΣΑ,0
3948,7465,ΜΑΝΙΩ,0
3949,2473,ΜΑΝΟΛ,1
3950,7466,ΜΑΝΟΛΑ,0
3951,2474,ΜΑΝΟΛΗΣ,1
3952,2475,ΜΑΝΟΣ,1
3953,2476,ΜΑΝΟΥΕΛ,1
3954,7467,ΜΑΝΟΥΕΛΑ,0
3955,2477,ΜΑΝΟΥΚ,1
3956,7468,ΜΑΝΟΥΣΑΚΑ,0
3957,7469,ΜΑΝΟΥΣΑΚΕ,0
3958,2478,ΜΑΝΟΥΣΑΝ,1
3959,7470,ΜΑΝΟΥΣΑΧΕ,0
3960,7471,ΜΑΝΟΥΣΙΑ,0
3961,2479,ΜΑΝΟΥΣΟΣ,1
3962,5465,ΜΑΝΤΑΛΕΝΑ,0
3963,7472,ΜΑΝΤΕΖΝΤΑ,0
3964,7473,ΜΑΝΤΕΛΟΝΑ,0
3965,7474,ΜΑΝΤΕΣΤΑ,0
3966,2481,ΜΑΝΤΖΑΡΑΚΗΣ,1
3967,2482,ΜΑΝΤΖΙΟΥΡΑΝΗΣ,1
3968,2484,ΜΑΝΤΙ,1
3969,2485,ΜΑΝΤΙΝΑ,1
3970,9375,ΜΑΝΤΛΕΝ,0
3971,7475,ΜΑΝΤΛΕΝΑ,0
3972,7476,ΜΑΝΤΥ,0
3973,2486,ΜΑΝΩΛΗΣ,1
3974,7478,ΜΑΝΩΛΙΑ,0
3975,2487,ΜΑΞΕΝΤΙΟΣ,1
3976,2488,ΜΑΞΙΜ,1
3977,2489,ΜΑΞΙΜΙΛΙΑΝΟΣ,1
3978,2490,ΜΑΞΙΜΟΣ,1
3979,7479,ΜΑΡΑ,0
3980,7480,ΜΑΡΓΑΡΕΤΑ,0
3981,2491,ΜΑΡΓΑΡΙΤ,1
3982,7481,ΜΑΡΓΑΡΙΤ,0
3983,2492,ΜΑΡΓΑΡΙΤΑ,1
3984,7487,ΜΑΡΓΑΡΩ,0
3985,7488,ΜΑΡΓΕΛΕΝΑ,0
3986,2496,ΜΑΡΓΙΑΜ,1
3987,7489,ΜΑΡΓΙΕΤΑ,0
3988,7490,ΜΑΡΓΙΟΛΙΤΣΑ,0
3989,7491,ΜΑΡΓΙΟΡΙΤΣΑ,0
3990,7492,ΜΑΡΓΙΟΤΑ,0
3991,7493,ΜΑΡΓΙΡΙΤΣΑ,0
3992,7494,ΜΑΡΓΙΤΑ,0
3993,7495,ΜΑΡΓΙΤΣΑ,0
3994,7496,ΜΑΡΓΙΩΤΗ,0
3995,7497,ΜΑΡΓΚΑΝΑ,0
3996,6981,ΜΑΡΓΚΑΡΕΤΕ,0
3997,7498,ΜΑΡΓΚΑΡΙΤΑ,0
3998,2497,ΜΑΡΓΚΟ,1
3999,7499,ΜΑΡΕΙΚΕ,0
4000,7500,ΜΑΡΕΤΑ,0
4001,7501,ΜΑΡΕΧΙ,0
4002,2498,ΜΑΡΗΣ,1
4003,2499,ΜΑΡΘΑ,1
4004,7503,ΜΑΡΘΑΑΛΙΚΗ,0
4005,7504,ΜΑΡΘΑΜΑΡΙΑ,0
4006,7513,ΜΑΡΙΑΑΓΓΕΛΙΚΗ,0
4007,7514,ΜΑΡΙΑΑΘΑΝΑΣΙΑ,0
4008,7515,ΜΑΡΙΑΑΛΕΞΑΝΔΡΑ,0
4009,7516,ΜΑΡΙΑΑΛΙΚΗ,0
4010,7517,ΜΑΡΙΑΑΝΘΟΥΛΙΑ,0
4011,7518,ΜΑΡΙΑΑΝΝΑ,0
4012,7519,ΜΑΡΙΑΑΝΝΕΛΙΣ,0
4013,7520,ΜΑΡΙΑΑΣΑΝΩ,0
4014,7521,ΜΑΡΙΑΒΑΣΙΛΙΚΗ,0
4015,7522,ΜΑΡΙΑΓΑΛΑΤΕΙΑ,0
4016,7523,ΜΑΡΙΑΔΑΝΑΗ,0
4017,7524,ΜΑΡΙΑΕΛΕΝΑ,0
4018,7526,ΜΑΡΙΑΕΛΕΥΘΕΡΙΑ,0
4019,7512,ΜΑΡΙΑΕΛΙΣΑΒΕΤ,0
4020,7527,ΜΑΡΙΑΕΛΛΗ,0
4021,7528,ΜΑΡΙΑΕΜΑΝΟΥΕΛΑ,0
4022,7529,ΜΑΡΙΑΕΡΙΚΚΑ,0
4023,7694,ΜΑΡΙΑΖΩΗ,0
4024,7530,ΜΑΡΙΑΗΛΙΑΝΑ,0
4025,7531,ΜΑΡΙΑΘΑΛΕΙΑ,0
4026,7532,ΜΑΡΙΑΘΕΑΝΩ,0
4027,7533,ΜΑΡΙΑΘΕΟΦΑΝΩ,0
4028,7534,ΜΑΡΙΑΙΩΑΝΝΑ,0
4029,7535,ΜΑΡΙΑΚΟΡΑΣΣΙΝΑ,0
4030,7536,ΜΑΡΙΑΚΡΥΣΤΑΛΙΑ,0
4031,7537,ΜΑΡΙΑΚΥΡΙΑΚΗ,0
4032,7695,ΜΑΡΙΑΛΕΝΑ,0
4033,7538,ΜΑΡΙΑΛΟΥΙΖΑ,0
4034,2505,ΜΑΡΙΑΜ,1
4035,7539,ΜΑΡΙΑΜΑΙΡΗ,0
4036,7540,ΜΑΡΙΑΜΑΡΙΑΝΘΗ,0
4037,7541,ΜΑΡΙΑΜΑΡΙΝΑ,0
4038,7699,ΜΑΡΙΑΜΙ,0
4039,7542,ΜΑΡΙΑΝΑΤΑΣΑ,0
4040,7707,ΜΑΡΙΑΝΕ,0
4041,7708,ΜΑΡΙΑΝΗ,0
4042,2509,ΜΑΡΙΑΝΘΗ,1
4043,2510,ΜΑΡΙΑΝΘΙ,1
4044,7543,ΜΑΡΙΑΝΙΚΗ,0
4045,7544,ΜΑΡΙΑΠΑΡΑΣΚΕΥΗ,0
4046,7545,ΜΑΡΙΑΠΑΣΧΑΛΙΝΑ,0
4047,7546,ΜΑΡΙΑΠΑΥΛΙΝΑ,0
4048,7547,ΜΑΡΙΑΠΕΛΑΓΙΑ,0
4049,7548,ΜΑΡΙΑΡΑΦΑΗΛΙΑ,0
4050,7549,ΜΑΡΙΑΣΟΦΙΑ,0
4051,7550,ΜΑΡΙΑΣΠΥΡΙΔΟΥΛΑ,0
4052,7551,ΜΑΡΙΑΣΤΥΛΙΑΝΗ,0
4053,7552,ΜΑΡΙΑΤΕΡΕΖΑ,0
4054,7553,ΜΑΡΙΑΤΖΑΚΕΛΙΝ,0
4055,7554,ΜΑΡΙΑΧΡΙΣΤΙΝΑ,0
4056,7555,ΜΑΡΙΑΧΡΥΣΟΥΛΑ,0
4057,7717,ΜΑΡΙΓΙΕ,0
4058,7718,ΜΑΡΙΓΙΤΣΑ,0
4059,2511,ΜΑΡΙΓΚΕΡ,1
4060,2512,ΜΑΡΙΓΚΛΕΝ,1
4061,2513,ΜΑΡΙΓΛΕΝ,1
4062,7719,ΜΑΡΙΓΟΥΛΑ,0
4063,2514,ΜΑΡΙΓΟΥΛΑ,1
4064,7720,ΜΑΡΙΓΩ,0
4065,7721,ΜΑΡΙΕ,0
4066,7722,ΜΑΡΙΕΤΑ,0
4067,2515,ΜΑΡΙΕΤΤΑ,1
4068,7723,ΜΑΡΙΕΤΤΑ,0
4069,7724,ΜΑΡΙΙΑ,0
4070,2516,ΜΑΡΙΚΑ,1
4071,7725,ΜΑΡΙΚΑ,0
4072,7726,ΜΑΡΙΚΑΕΛΠΙΝΙΚΗ,0
4073,7727,ΜΑΡΙΚΑΚΩΝΣΤΑΝΤΙΑ,0
4074,7508,ΜΑΡΙΚΛΩΝΤ,0
4075,2517,ΜΑΡΙΚΟ,1
4076,7728,ΜΑΡΙΛΕΝΑ,0
4077,7729,ΜΑΡΙΛΕΝΑΕΛΙΖΑΜΠΕΤ,0
4078,7730,ΜΑΡΙΛΕΝΝΑ,0
4079,7509,ΜΑΡΙΜΑΝΤΛΕΝ,0
4080,2518,ΜΑΡΙΝ,1
4081,2519,ΜΑΡΙΝΑ,1
4082,7732,ΜΑΡΙΝΑΔΟΝΚΑ,0
4083,7733,ΜΑΡΙΝΑΜΑΡΙΑ,0
4084,7738,ΜΑΡΙΝΓΚΕΝ,0
4085,2520,ΜΑΡΙΝΓΚΛΕΝ,1
4086,7739,ΜΑΡΙΝΕ,0
4087,2521,ΜΑΡΙΝΕ,1
4088,7740,ΜΑΡΙΝΕΛΑ,0
4089,2522,ΜΑΡΙΝΟ,1
4090,7741,ΜΑΡΙΝΟΣ,0
4091,2526,ΜΑΡΙΟ,1
4092,2527,ΜΑΡΙΟΑΝΤΩΝΙΟΣ,1
4093,7742,ΜΑΡΙΟΓΚΑ,0
4094,7743,ΜΑΡΙΟΛΑ,0
4095,7744,ΜΑΡΙΟΝ,0
4096,7745,ΜΑΡΙΟΡΑ,0
4097,7746,ΜΑΡΙΟΡΙΤΣΑ,0
4098,2530,ΜΑΡΙΟΣΑΛΦΟΝΣΟΑΝΤΩΝΙΟΣ,1
4099,2531,ΜΑΡΙΟΣΓΕΩΡΓΙΟΣ,1
4100,2532,ΜΑΡΙΟΣΔΙΟΜΙΔΗΣ,1
4101,2533,ΜΑΡΙΟΣΙΟΡΔΑΝΗΣ,1
4102,2534,ΜΑΡΙΟΣΡΑΦΑΗΛ,1
4103,2529,ΜΑΡΙΟΣΧΡΥΣΟΒΑΛΑΝΤΗΣ,1
4104,7747,ΜΑΡΙΣΙΑ,0
4105,7748,ΜΑΡΙΣΟΛ,0
4106,7749,ΜΑΡΙΤΣΑ,0
4107,7750,ΜΑΡΙΥΑ,0
4108,7751,ΜΑΡΙΩΡΑ,0
4109,7752,ΜΑΡΚΕΛΑ,0
4110,7753,ΜΑΡΚΕΛΖΑΝΑ,0
4111,2556,ΜΑΡΚΕΛΛΟΣ,1
4112,7755,ΜΑΡΚΕΣΙΑ,0
4113,7756,ΜΑΡΚΗΣΙΑ,0
4114,7757,ΜΑΡΚΙΤΑ,0
4115,2557,ΜΑΡΚΛΕΝ,1
4116,2558,ΜΑΡΚΟ,1
4117,2561,ΜΑΡΚΟΣΓΑΒΡΙΗΛ,1
4118,2562,ΜΑΡΚΟΣΔΗΜΗΤΡΙΟΣ,1
4119,2560,ΜΑΡΚΟΣΚΩΝΣΤΑΝΤΙΝΟΣ,1
4120,2563,ΜΑΡΚΟΣΠΑΟΥΛ,1
4121,2564,ΜΑΡΚΟΣΧΡΗΣΤΟΣ,1
4122,2567,ΜΑΡΛΕΝ,1
4123,7758,ΜΑΡΛΕΝΑ,0
4124,7759,ΜΑΡΝΤΑΛΕΝΑ,0
4125,7760,ΜΑΡΟΥΔΑ,0
4126,2568,ΜΑΡΟΥΔΑ,1
4127,7761,ΜΑΡΟΥΛΑ,0
4128,2569,ΜΑΡΟΥΛΑ,1
4129,7762,ΜΑΡΟΥΛΗ,0
4130,7763,ΜΑΡΟΥΣΑ,0
4131,7764,ΜΑΡΟΥΣΙΩ,0
4132,2570,ΜΑΡΣΕΛ,1
4133,2571,ΜΑΡΣΕΛΝΤ,1
4134,2572,ΜΑΡΣΙΔ,1
4135,7768,ΜΑΡΣΙΔΑ,0
4136,7769,ΜΑΡΣΙΛΕΖΑ,0
4137,7770,ΜΑΡΣΙΝΤΑ,0
4138,2573,ΜΑΡΤΖΑΝ,1
4139,7771,ΜΑΡΤΖΑΝΑ,0
4140,7772,ΜΑΡΤΖΕΤΑ,0
4141,7773,ΜΑΡΤΙΛΑ,0
4142,2577,ΜΑΡΤΙΝΗΣ,1
4143,2578,ΜΑΡΤΙΝΝ,1
4144,2579,ΜΑΡΤΙΝΟΣ,1
4145,2580,ΜΑΡΤΙΟΣ,1
4146,2581,ΜΑΡΤΙΡΟΣ,1
4147,2582,ΜΑΡΤΟΣ,1
4148,7775,ΜΑΡΤΣΕΛΑ,0
4149,7776,ΜΑΡΦΑ,0
4150,7777,ΜΑΡΦΙΛΑ,0
4151,7779,ΜΑΡΩΡΑ,0
4152,7780,ΜΑΣΡΙΑ,0
4153,2583,ΜΑΣΧΟΥΡ,1
4154,383,ΜΑΤ,1
4155,7781,ΜΑΤΑ,0
4156,2585,ΜΑΤΕΝΙΑ,1
4157,7782,ΜΑΤΕΝΙΑ,0
4158,7783,ΜΑΤΕΝΙΩ,0
4159,2586,ΜΑΤΕΟ,1
4160,2587,ΜΑΤΕΟΣ,1
4161,2588,ΜΑΤΕΟΥΣ,1
4162,7784,ΜΑΤΗ,0
4163,2589,ΜΑΤΘΑΙΟΣ,1
4164,7786,ΜΑΤΘΙΛΔΗ,0
4165,7787,ΜΑΤΙΑ,0
4166,7788,ΜΑΤΙΛΝΤΑ,0
4167,7789,ΜΑΤΙΛΝΤΗ,0
4168,7791,ΜΑΤΙΝΑ,0
4169,2590,ΜΑΤΙΝΑ,1
4170,7792,ΜΑΤΙΝΑΜΑΡΙΑ,0
4171,7793,ΜΑΤΙΝΗ,0
4172,7794,ΜΑΤΟΥΛΑ,0
4173,7795,ΜΑΤΡΕΝΑ,0
4174,7796,ΜΑΤΡΩΝΑ,0
4175,7797,ΜΑΤΡΩΝΗ,0
