,full_name_1,full_name_2,broken_name,gender
546,Δαβίδ,Δαβίδ,Δα-βίδ,Male
547,Δαμασκηνή,Δαμασκηνή,Δα-μα-σκη-νή,Female
548,Δαμασκηνός,Δαμασκηνέ,Δα-μα-σκη-νός,Male
549,Δαμιανή,Δαμιανή,Δα-μια-νή,Female
550,Δαμιανός,Δαμιανέ,Δα-μια-νός,Male
551,Δαν,Δαν,Δαν,Male
552,Δανάη,Δανάη,Δα-νά-η,Female
553,Δανιέλα,Δανιέλα,Δα-νι-έ-λα,Female
554,Δανιέλος,Δανιέλο,Δα-νι-έ-λος,Male
555,Δανιήλ,Δανιήλ,Δα-νι-ήλ,Male
556,Δανιήλα,Δανιήλα,Δα-νι-ή-λα,Female
557,Δανιήλος,Δανιήλο,Δα-νι-ή-λος,Male
558,Δανιηλίτσα,Δανιηλίτσα,Δα-νι-η-λί-τσα,Female
559,Δαρεία,Δαρεία,Δα-ρεία,Female
560,Δαυίδ,Δαυίδ,Δαυ-ίδ,Male
561,Δεββώρα,Δεββώρα,Δεβ-βώ-ρα,Female
562,Δεβόρα,Δεβόρα,Δε-βό-ρα,Female
563,Δεβώρα,Δεβώρα,Δε-βώ-ρα,Female
564,Δεναχίδα,Δεναχίδα,Δε-να-χί-δα,Female
565,Δεναχίς,Δεναχίς,Δε-να-χίς,Male
566,Δημήτρης,Δημήτρη,Δη-μή-τρης,Male
567,Δημήτριος,Δημήτριε,Δη-μή-τρι-ος,Male
568,Δημητράκης,Δημητράκη,Δη-μη-τρά-κης,Male
569,Δημητρία,Δημητρία,Δη-μη-τρία,Female
570,Δημητρούλα,Δημητρούλα,Δη-μη-τρού-λα,Female
571,Δημητρός,Δημητρέ,Δη-μη-τρός,Male
572,Δημοσθένης,Δημοσθένη,Δη-μο-σθέ-νης,Male
573,Διαγόρας,Διαγόρα,Δια-γό-ρας,Male
574,Διαμάντω,Διαμάντω,Δια-μά-ντω,Female
575,Διαμαντής,Διαμαντής,Δια-μα-ντής,Male
576,Διαμαντούλα,Διαμαντούλα,Δια-μα-ντού-λα,Female
577,Διογένης,Διογένη,Δι-ο-γέ-νης,Male
578,Διομήδης,Διομήδη,Δι-ο-μή-δης,Male
579,Διονυσία,Διονυσία,Δι-ο-νυ-σία,Female
580,Διονυσούλα,Διονυσούλα,Δι-ο-νυ-σού-λα,Female
581,Διονύσης,Διονύση,Δι-ο-νύ-σης,Male
582,Διονύσιος,Διονύσιε,Δι-ο-νύ-σι-ος,Male
583,Διοσκορίδης,Διοσκορίδη,Δι-ο-σκο-ρί-δης,Male
584,Διοσκουρίδης,Διοσκουρίδη,Δι-ο-σκου-ρί-δης,Male
585,Διόνη,Διόνη,Δι-ό-νη,Female
586,Διόνυσος,Διόνυσε,Δι-ό-νυ-σος,Male
587,Διός,Διέ,Δι-ός,Male
588,Διόσκορος,Διόσκορε,Δι-ό-σκο-ρος,Male
589,Διώνη,Διώνη,Δι-ώ-νη,Female
590,Δομήνικος,Δομήνικε,Δο-μή-νι-κος,Male
591,Δομινίκη,Δομινίκη,Δο-μι-νί-κη,Female
592,Δομνίκα,Δομνίκα,Δο-μνί-κα,Female
593,Δομνίκη,Δομνίκη,Δο-μνί-κη,Female
594,Δονάτα,Δονάτα,Δο-νά-τα,Female
595,Δονάτος,Δονάτο,Δο-νά-τος,Male
596,Δοξάκης,Δοξάκη,Δο-ξά-κης,Male
597,Δοξούλα,Δοξούλα,Δο-ξού-λα,Female
598,Δουκίτσα,Δουκίτσα,Δου-κί-τσα,Female
599,Δούκας,Δούκα,Δού-κας,Male
600,Δούκισσα,Δούκισσα,Δού-κισ-σα,Female
601,Δράκοντας,Δράκοντα,Δρά-κο-ντας,Male
602,Δράκος,Δράκο,Δρά-κος,Male
603,Δράκων,Δράκων,Δρά-κων,Male
604,Δρακούλα,Δρακούλα,Δρα-κού-λα,Female
605,Δρακούλης,Δρακούλη,Δρα-κού-λης,Male
606,Δροσία,Δροσία,Δρο-σία,Female
607,Δροσίδα,Δροσίδα,Δρο-σί-δα,Female
608,Δροσίς,Δροσίς,Δρο-σίς,Male
609,Δροσοσταλία,Δροσοσταλία,Δρο-σο-στα-λία,Female
610,Δροσοσταλίδα,Δροσοσταλίδα,Δρο-σο-στα-λί-δα,Female
611,Δροσούλα,Δροσούλα,Δρο-σού-λα,Female
612,Δρόσος,Δρόσο,Δρό-σος,Male
613,Δρόσω,Δρόσω,Δρό-σω,Female
614,Δωδώνη,Δωδώνη,Δω-δώ-νη,Female
615,Δωροθέα,Δωροθέα,Δω-ρο-θέ-α,Female
616,Δωρούλα,Δωρούλα,Δω-ρού-λα,Female
617,Δωρόθεος,Δωρόθεε,Δω-ρό-θε-ος,Male
618,Δόμνα,Δόμνα,Δό-μνα,Female
619,Δόξα,Δόξα,Δό-ξα,Female
620,Δόξης,Δόξη,Δό-ξης,Male
621,Δόσης,Δόση,Δό-σης,Male
622,Δόσιος,Δόσιε,Δό-σι-ος,Male
623,Δώρα,Δώρα,Δώ-ρα,Female
624,Δώρης,Δώρη,Δώ-ρης,Male
625,Εβίτα,Εβίτα,Ε-βί-τα,Female
626,Εβελίνα,Εβελίνα,Ε-βε-λί-να,Female
627,Εδουάρδος,Εδουάρδο,Ε-δου-άρ-δος,Male
628,Εθνεγερσία,Εθνεγερσία,Ε-θνε-γερ-σία,Female
629,Ειρήνα,Ειρήνα,Ει-ρή-να,Female
630,Ειρήναρχος,Ειρήναρχε,Ει-ρή-ναρ-χος,Male
631,Ειρήνγκω,Ειρήνγκω,Ει-ρή-νγκω,Female
632,Ειρήνη,Ειρήνη,Ει-ρή-νη,Female
633,Ειρηναία,Ειρηναία,Ει-ρη-ναί-α,Female
634,Ειρηναίος,Ειρηναίο,Ει-ρη-ναί-ος,Male
635,Ελένη,Ελένη,Ε-λέ-νη,Female
636,Ελέσα,Ελέσα,Ε-λέ-σα,Female
637,Ελέσσα,Ελέσσα,Ε-λέσ-σα,Female
638,Ελίζα,Ελίζα,Ε-λί-ζα,Female
639,Ελβίρα,Ελβίρα,Ελ-βί-ρα,Female
640,Ελεάνα,Ελεάνα,Ε-λε-ά-να,Female
641,Ελεάννα,Ελεάννα,Ε-λε-άν-να,Female
642,Ελενάκι,Ελενάκι,Ε-λε-νά-κι,Male
643,Ελεοδώρα,Ελεοδώρα,Ε-λε-ο-δώ-ρα,Female
644,Ελεονόρα,Ελεονόρα,Ε-λε-ο-νό-ρα,Female
645,Ελεονώρα,Ελεονώρα,Ε-λε-ο-νώ-ρα,Female
646,Ελευθέριος,Ελευθέριε,Ε-λευ-θέ-ρι-ος,Male
647,Ελευθερία,Ελευθερία,Ε-λευ-θε-ρία,Female
648,Ελισάβετ,Ελισάβετ,Ε-λι-σά-βετ,Female
649,Ελισσάβετ,Ελισσάβετ,Ε-λισ-σά-βετ,Female
650,Ελισσαίος,Ελισσαίο,Ε-λισ-σαί-ος,Male
651,Ελισσώ,Ελισσώ,Ε-λισ-σώ,Female
652,Ελισώ,Ελισώ,Ε-λι-σώ,Female
653,Ελλάδης,Ελλάδη,Ελ-λά-δης,Male
654,Ελλάδιος,Ελλάδιε,Ελ-λά-δι-ος,Male
655,Ελλώνα,Ελλώνα,Ελ-λώ-να,Female
656,Ελπίδα,Ελπίδα,Ελ-πί-δα,Female
657,Ελπίς,Ελπίς,Ελ-πίς,Male
658,Ελπιδηφόρα,Ελπιδηφόρα,Ελ-πι-δη-φό-ρα,Female
659,Ελπιδηφόρος,Ελπιδηφόρο,Ελ-πι-δη-φό-ρος,Male
660,Ελπιδοφόρα,Ελπιδοφόρα,Ελ-πι-δο-φό-ρα,Female
661,Ελπιδοφόρος,Ελπιδοφόρο,Ελ-πι-δο-φό-ρος,Male
662,Ελπινίκη,Ελπινίκη,Ελ-πι-νί-κη,Female
663,Ελόνα,Ελόνα,Ε-λό-να,Female
664,Ελώνα,Ελώνα,Ε-λώ-να,Female
665,Εμιλία,Εμιλία,Ε-μι-λία,Female
666,Εμμέλεια,Εμμέλεια,Εμ-μέ-λεια,Female
667,Εμμανουέλα,Εμμανουέλα,Εμ-μα-νου-έ-λα,Female
668,Εμμανουέλλα,Εμμανουέλλα,Εμ-μα-νου-έλ-λα,Female
669,Εμμανουήλ,Εμμανουήλ,Εμ-μα-νου-ήλ,Male
670,Εμμελεία,Εμμελεία,Εμ-με-λεία,Female
671,Εξακουστοδιανός,Εξακουστοδιανέ,Ε-ξα-κου-στο-δια-νός,Male
672,Εξακουστωδιανός,Εξακουστωδιανέ,Ε-ξα-κου-στω-δια-νός,Male
673,Εξακουστός,Εξακουστέ,Ε-ξα-κου-στός,Male
674,Επίχαρις,Επίχαρις,Ε-πί-χα-ρις,Male
675,Επαμεινώνδας,Επαμεινώνδα,Ε-πα-μει-νών-δας,Male
676,Επιστήμη,Επιστήμη,Ε-πι-στή-μη,Female
677,Επιφάνειος,Επιφάνειε,Ε-πι-φά-νει-ος,Male
678,Επιφάνιος,Επιφάνιε,Ε-πι-φά-νι-ος,Male
679,Επιφανία,Επιφανία,Ε-πι-φα-νία,Female
680,Επιχάρια,Επιχάρια,Ε-πι-χά-ρια,Female
681,Εράστη,Εράστη,Ε-ρά-στη,Female
682,Ερασμία,Ερασμία,Ε-ρα-σμία,Female
683,Εραστή,Εραστή,Ε-ρα-στή,Female
684,Εραστός,Εραστέ,Ε-ρα-στός,Male
685,Ερατώ,Ερατώ,Ε-ρα-τώ,Female
686,Εριέττα,Εριέττα,Ε-ρι-έτ-τα,Female
687,Εριφύλη,Εριφύλη,Ε-ρι-φύ-λη,Female
688,Ερμής,Ερμής,Ερ-μής,Male
689,Ερμίλλη,Ερμίλλη,Ερ-μίλ-λη,Female
690,Ερμίλλος,Ερμίλλο,Ερ-μίλ-λος,Male
691,Ερμίνα,Ερμίνα,Ερ-μί-να,Female
692,Ερμαίας,Ερμαία,Ερ-μαί-ας,Male
693,Ερμαίος,Ερμαίο,Ερ-μαί-ος,Male
694,Ερμεία,Ερμεία,Ερ-μεία,Female
695,Ερμείας,Ερμεία,Ερ-μείας,Male
696,Ερμειάς,Ερμειάς,Ερ-μειάς,Male
697,Ερμιόνη,Ερμιόνη,Ερ-μι-ό-νη,Female
698,Ερμογένης,Ερμογένη,Ερ-μο-γέ-νης,Male
699,Ερμολία,Ερμολία,Ερ-μο-λία,Female
700,Ερμόλαος,Ερμόλαε,Ερ-μό-λα-ος,Male
701,Ερμύλα,Ερμύλα,Ερ-μύ-λα,Female
702,Ερμύλλη,Ερμύλλη,Ερ-μύλ-λη,Female
703,Ερμύλλος,Ερμύλλο,Ερ-μύλ-λος,Male
704,Ερνέστα,Ερνέστα,Ερ-νέ-στα,Female
705,Ερνέστος,Ερνέστο,Ερ-νέ-στος,Male
706,Ερνεστίνα,Ερνεστίνα,Ερ-νε-στί-να,Female
707,Ερνεστίνη,Ερνεστίνη,Ερ-νε-στί-νη,Female
708,Ερρίκος,Ερρίκο,Ερ-ρί-κος,Male
709,Ερωτηίδα,Ερωτηίδα,Ε-ρω-τη-ί-δα,Female
710,Ερωτηίς,Ερωτηίς,Ε-ρω-τη-ίς,Male
711,Ερωτόκριτος,Ερωτόκριτε,Ε-ρω-τό-κρι-τος,Male
712,Εσθήρ,Εσθήρ,Ε-σθήρ,Male
713,Εσπέρα,Εσπέρα,Ε-σπέ-ρα,Female
714,Εσπερία,Εσπερία,Ε-σπε-ρία,Female
715,Ετεοκλής,Ετεοκλής,Ε-τε-ο-κλής,Male
716,Ευάγγελος,Ευάγγελε,Ευ-άγ-γε-λος,Male
717,Ευάνθης,Ευάνθη,Ευ-άν-θης,Male
718,Ευέλπιστος,Ευέλπιστε,Ευ-έλ-πι-στος,Male
719,Ευαγγελία,Ευαγγελία,Ευ-αγ-γε-λία,Female
720,Ευαγόρας,Ευαγόρα,Ευ-α-γό-ρας,Male
721,Ευανθία,Ευανθία,Ευ-αν-θία,Female
722,Ευγένης,Ευγένη,Ευ-γέ-νης,Male
723,Ευγένιος,Ευγένιε,Ευ-γέ-νι-ος,Male
724,Ευγενία,Ευγενία,Ευ-γε-νία,Female
725,Ευγενίκη,Ευγενίκη,Ευ-γε-νί-κη,Female
726,Ευγενίτσα,Ευγενίτσα,Ευ-γε-νί-τσα,Female
727,Ευγενούλα,Ευγενούλα,Ευ-γε-νού-λα,Female
728,Ευδοκή,Ευδοκή,Ευ-δο-κή,Female
729,Ευδοκία,Ευδοκία,Ευ-δο-κία,Female
730,Ευδοκίτσα,Ευδοκίτσα,Ευ-δο-κί-τσα,Female
731,Ευδοκούλα,Ευδοκούλα,Ευ-δο-κού-λα,Female
732,Ευδοξία,Ευδοξία,Ευ-δο-ξία,Female
733,Ευδοξούλα,Ευδοξούλα,Ευ-δο-ξού-λα,Female
734,Ευδόκιμη,Ευδόκιμη,Ευ-δό-κι-μη,Female
735,Ευδόκιμος,Ευδόκιμε,Ευ-δό-κι-μος,Male
736,Ευδόξης,Ευδόξη,Ευ-δό-ξης,Male
737,Ευδόξιος,Ευδόξιε,Ευ-δό-ξι-ος,Male
738,Ευελπίστη,Ευελπίστη,Ευ-ελ-πί-στη,Female
739,Ευθαλία,Ευθαλία,Ευ-θα-λία,Female
740,Ευθαλίτσα,Ευθαλίτσα,Ευ-θα-λί-τσα,Female
741,Ευθαλιώ,Ευθαλιώ,Ευ-θα-λι-ώ,Female
742,Ευθυμία,Ευθυμία,Ευ-θυ-μία,Female
743,Ευθυμούλα,Ευθυμούλα,Ευ-θυ-μού-λα,Female
744,Ευθύμης,Ευθύμη,Ευ-θύ-μης,Male
745,Ευθύμιος,Ευθύμιε,Ευ-θύ-μι-ος,Male
746,Ευκλέα,Ευκλέα,Ευ-κλέ-α,Female
747,Ευκλεή,Ευκλεή,Ευ-κλε-ή,Female
748,Ευκράτης,Ευκράτη,Ευ-κρά-της,Male
749,Ευκρατάς,Ευκρατάς,Ευ-κρα-τάς,Male
750,Ευκρατία,Ευκρατία,Ευ-κρα-τία,Female
751,Ευκρατούλα,Ευκρατούλα,Ευ-κρα-τού-λα,Female
752,Ευλάλιος,Ευλάλιε,Ευ-λά-λι-ος,Male
753,Ευλάμπης,Ευλάμπη,Ευ-λά-μπης,Male
754,Ευλάμπιος,Ευλάμπιε,Ευ-λά-μπι-ος,Male
755,Ευλαλία,Ευλαλία,Ευ-λα-λία,Female
756,Ευλαμπή,Ευλαμπή,Ευ-λα-μπή,Female
757,Ευλαμπία,Ευλαμπία,Ευ-λα-μπία,Female
758,Ευλογής,Ευλογής,Ευ-λο-γής,Male
759,Ευλογία,Ευλογία,Ευ-λο-γία,Female
760,Ευλογίτσα,Ευλογίτσα,Ευ-λο-γί-τσα,Female
761,Ευλογούλα,Ευλογούλα,Ευ-λο-γού-λα,Female
762,Ευλόγιος,Ευλόγιε,Ευ-λό-γι-ος,Male
763,Ευμένης,Ευμένη,Ευ-μέ-νης,Male
764,Ευμένιος,Ευμένιε,Ευ-μέ-νι-ος,Male
765,Ευμενία,Ευμενία,Ευ-με-νία,Female
766,Ευμορφία,Ευμορφία,Ευ-μορ-φία,Female
767,Ευνίκα,Ευνίκα,Ευ-νί-κα,Female
768,Ευνίκη,Ευνίκη,Ευ-νί-κη,Female
769,Ευπράξιος,Ευπράξιε,Ευ-πρά-ξι-ος,Male
770,Ευπρέπειος,Ευπρέπειε,Ευ-πρέ-πει-ος,Male
771,Ευπρέπιος,Ευπρέπιε,Ευ-πρέ-πι-ος,Male
772,Ευπραξία,Ευπραξία,Ευ-πρα-ξία,Female
773,Ευπραξούλα,Ευπραξούλα,Ευ-πρα-ξού-λα,Female
774,Ευπρεπής,Ευπρεπής,Ευ-πρε-πής,Male
775,Ευπρεπία,Ευπρεπία,Ευ-πρε-πία,Female
776,Ευριπίδης,Ευριπίδη,Ευ-ρι-πί-δης,Male
777,Ευρυδίκη,Ευρυδίκη,Ευ-ρυ-δί-κη,Female
778,Ευσέβιος,Ευσέβιε,Ευ-σέ-βι-ος,Male
779,Ευσεβής,Ευσεβής,Ευ-σε-βής,Male
780,Ευσεβεία,Ευσεβεία,Ευ-σε-βεία,Female
781,Ευσεβούλα,Ευσεβούλα,Ευ-σε-βού-λα,Female
782,Ευστάθιος,Ευστάθιε,Ευ-στά-θι-ος,Male
783,Ευσταθία,Ευσταθία,Ευ-στα-θία,Female
784,Ευσταθούλα,Ευσταθούλα,Ευ-στα-θού-λα,Female
785,Ευστράτης,Ευστράτη,Ευ-στρά-της,Male
786,Ευστράτιος,Ευστράτιε,Ευ-στρά-τι-ος,Male
787,Ευστρατάς,Ευστρατάς,Ευ-στρα-τάς,Male
788,Ευστρατία,Ευστρατία,Ευ-στρα-τία,Female
789,Ευστρατούλα,Ευστρατούλα,Ευ-στρα-τού-λα,Female
790,Ευτέρπη,Ευτέρπη,Ευ-τέρ-πη,Female
791,Ευτυχία,Ευτυχία,Ευ-τυ-χία,Female
792,Ευτυχίτσα,Ευτυχίτσα,Ευ-τυ-χί-τσα,Female
793,Ευτυχούλα,Ευτυχούλα,Ευ-τυ-χού-λα,Female
794,Ευτύχης,Ευτύχη,Ευ-τύ-χης,Male
795,Ευτύχιος,Ευτύχιε,Ευ-τύ-χι-ος,Male
796,Ευφημία,Ευφημία,Ευ-φη-μία,Female
