,full_name_1,full_name_2,broken_name,gender
1928,Πατρίτσα,Πατρίτσα,Πα-τρί-τσα,Female
1929,Πατρίτσης,Πατρίτση,Πα-τρί-τσης,Male
1930,Πατρίτσιος,Πατρίτσιε,Πα-τρί-τσι-ος,Male
1931,Πατρικία,Πατρικία,Πα-τρι-κία,Female
1932,Πατριτσία,Πατριτσία,Πα-τρι-τσία,Female
1933,Πατροκλά,Πατροκλά,Πα-τρο-κλά,Female
1934,Πατροκλέας,Πατροκλέα,Πα-τρο-κλέ-ας,Male
1935,Πατροκλής,Πατροκλής,Πα-τρο-κλής,Male
1936,Πατρούλα,Πατρούλα,Πα-τρού-λα,Female
1937,Πατρόκλεια,Πατρόκλεια,Πα-τρό-κλεια,Female
1938,Πατρόκλειος,Πατρόκλειε,Πα-τρό-κλει-ος,Male
1939,Παυλίνα,Παυλίνα,Παυ-λί-να,Female
1940,Παχούμιος,Παχούμιε,Πα-χού-μι-ος,Male
1941,Παχώμιος,Παχώμιε,Πα-χώ-μι-ος,Male
1942,Παϊσία,Παϊσία,Πα-ϊ-σία,Female
1943,Παύλιανη,Παύλιανη,Παύ-λια-νη,Female
1944,Παύλος,Παύλο,Παύ-λος,Male
1945,Πελάγιος,Πελάγιε,Πε-λά-γι-ος,Male
1946,Πελαγής,Πελαγής,Πε-λα-γής,Male
1947,Πελαγία,Πελαγία,Πε-λα-γία,Female
1948,Πελαγίνα,Πελαγίνα,Πε-λα-γί-να,Female
1949,Πελαγίτσα,Πελαγίτσα,Πε-λα-γί-τσα,Female
1950,Πελαγιώ,Πελαγιώ,Πε-λα-γι-ώ,Female
1951,Πελαγούλα,Πελαγούλα,Πε-λα-γού-λα,Female
1952,Πελοπίδας,Πελοπίδα,Πε-λο-πί-δας,Male
1953,Περίανδρος,Περίανδρο,Πε-ρία-νδρος,Male
1954,Περικλής,Περικλής,Πε-ρι-κλής,Male
1955,Περιστέρα,Περιστέρα,Πε-ρι-στέ-ρα,Female
1956,Περσεφόνη,Περσεφόνη,Περ-σε-φό-νη,Female
1957,Πετράκης,Πετράκη,Πε-τρά-κης,Male
1958,Πετράς,Πετράς,Πε-τράς,Male
1959,Πετρής,Πετρής,Πε-τρής,Male
1960,Πετρία,Πετρία,Πε-τρία,Female
1961,Πετρίνα,Πετρίνα,Πε-τρί-να,Female
1962,Πετρίνος,Πετρίνο,Πε-τρί-νος,Male
1963,Πετρουλάς,Πετρουλάς,Πε-τρου-λάς,Male
1964,Πετρούλα,Πετρούλα,Πε-τρού-λα,Female
1965,Πηγάσιος,Πηγάσιε,Πη-γά-σι-ος,Male
1966,Πηγή,Πηγή,Πη-γή,Female
1967,Πηγασία,Πηγασία,Πη-γα-σία,Female
1968,Πηλέας,Πηλέα,Πη-λέ-ας,Male
1969,Πηλεύς,Πηλεύς,Πη-λεύς,Male
1970,Πηνελόπη,Πηνελόπη,Πη-νε-λό-πη,Female
1971,Πιέρα,Πιέρα,Πι-έ-ρα,Female
1972,Πιέρης,Πιέρη,Πι-έ-ρης,Male
1973,Πιέριος,Πιέριε,Πι-έ-ρι-ος,Male
1974,Πιέρος,Πιέρο,Πι-έ-ρος,Male
1975,Πιερής,Πιερής,Πι-ε-ρής,Male
1976,Πιερία,Πιερία,Πι-ε-ρία,Female
1977,Πιερίων,Πιερίων,Πι-ε-ρί-ων,Male
1978,Πλάτων,Πλάτων,Πλά-των,Male
1979,Πλάτωνας,Πλάτωνα,Πλά-τω-νας,Male
1980,Πλατωνία,Πλατωνία,Πλα-τω-νία,Female
1981,Πλατώνα,Πλατώνα,Πλα-τώ-να,Female
1982,Πλούταρχος,Πλούταρχε,Πλού-ταρ-χος,Male
1983,Πλωτή,Πλωτή,Πλω-τή,Female
1984,Πλωτίνα,Πλωτίνα,Πλω-τί-να,Female
1985,Πλωτίνη,Πλωτίνη,Πλω-τί-νη,Female
1986,Πλωτίνος,Πλωτίνο,Πλω-τί-νος,Male
1987,Πλωτός,Πλωτέ,Πλω-τός,Male
1988,Πολίνα,Πολίνα,Πο-λί-να,Female
1989,Πολυδώρα,Πολυδώρα,Πο-λυ-δώ-ρα,Female
1990,Πολυδώρη,Πολυδώρη,Πο-λυ-δώ-ρη,Female
1991,Πολυδώρης,Πολυδώρη,Πο-λυ-δώ-ρης,Male
1992,Πολυκάρπη,Πολυκάρπη,Πο-λυ-κάρ-πη,Female
1993,Πολυκάρπης,Πολυκάρπη,Πο-λυ-κάρ-πης,Male
1994,Πολυκαρπία,Πολυκαρπία,Πο-λυ-καρ-πία,Female
1995,Πολυκαρπίτσα,Πολυκαρπίτσα,Πο-λυ-καρ-πί-τσα,Female
1996,Πολυκαρπούλα,Πολυκαρπούλα,Πο-λυ-καρ-πού-λα,Female
1997,Πολυκράτης,Πολυκράτη,Πο-λυ-κρά-της,Male
1998,Πολυνίκη,Πολυνίκη,Πο-λυ-νί-κη,Female
1999,Πολυξένη,Πολυξένη,Πο-λυ-ξέ-νη,Female
2000,Πολυτίμη,Πολυτίμη,Πο-λυ-τί-μη,Female
2001,Πολυχρονία,Πολυχρονία,Πο-λυ-χρο-νία,Female
2002,Πολυχρονούλα,Πολυχρονούλα,Πο-λυ-χρο-νού-λα,Female
2003,Πολυχρόνης,Πολυχρόνη,Πο-λυ-χρό-νης,Male
2004,Πολυχρόνιος,Πολυχρόνιε,Πο-λυ-χρό-νι-ος,Male
2005,Πολύβιος,Πολύβιε,Πο-λύ-βι-ος,Male
2006,Πολύδωρας,Πολύδωρα,Πο-λύ-δω-ρας,Male
2007,Πολύδωρος,Πολύδωρε,Πο-λύ-δω-ρος,Male
2008,Πολύκαρπος,Πολύκαρπε,Πο-λύ-καρ-πος,Male
2009,Πολύμνια,Πολύμνια,Πο-λύ-μνια,Female
2010,Πολύνα,Πολύνα,Πο-λύ-να,Female
2011,Πορφυρή,Πορφυρή,Πορ-φυ-ρή,Female
2012,Πορφυρία,Πορφυρία,Πορ-φυ-ρία,Female
2013,Πορφυρούλα,Πορφυρούλα,Πορ-φυ-ρού-λα,Female
2014,Πορφυρός,Πορφυρέ,Πορ-φυ-ρός,Male
2015,Πορφυρώ,Πορφυρώ,Πορ-φυ-ρώ,Female
2016,Πορφύρα,Πορφύρα,Πορ-φύ-ρα,Female
2017,Πορφύρης,Πορφύρη,Πορ-φύ-ρης,Male
2018,Πορφύριος,Πορφύριε,Πορ-φύ-ρι-ος,Male
2019,Πουλχέρη,Πουλχέρη,Που-λχέ-ρη,Female
2020,Πουλχέρω,Πουλχέρω,Που-λχέ-ρω,Female
2021,Πουλχερία,Πουλχερία,Που-λχε-ρία,Female
2022,Πουλχερίνα,Πουλχερίνα,Που-λχε-ρί-να,Female
2023,Πουλχερίτσα,Πουλχερίτσα,Που-λχε-ρί-τσα,Female
2024,Πούλια,Πούλια,Πού-λια,Female
2025,Πούλιος,Πούλιε,Πού-λι-ος,Male
2026,Πρέσβεια,Πρέσβεια,Πρέ-σβεια,Female
2027,Πρίσκιλλα,Πρίσκιλλα,Πρί-σκιλ-λα,Female
2028,Πραξιτέλης,Πραξιτέλη,Πρα-ξι-τέ-λης,Male
2029,Πραξούλα,Πραξούλα,Πρα-ξού-λα,Female
2030,Πρεσβεία,Πρεσβεία,Πρε-σβεία,Female
2031,Πρισίλλα,Πρισίλλα,Πρι-σίλ-λα,Female
2032,Προδρομάκης,Προδρομάκη,Προ-δρο-μά-κης,Male
2033,Προκοπία,Προκοπία,Προ-κο-πία,Female
2034,Προκόπης,Προκόπη,Προ-κό-πης,Male
2035,Προκόπιος,Προκόπιε,Προ-κό-πι-ος,Male
2036,Προμηθεύς,Προμηθεύς,Προ-μη-θεύς,Male
2037,Πρόδρομος,Πρόδρομε,Πρό-δρο-μος,Male
2038,Πυθαγόρας,Πυθαγόρα,Πυ-θα-γό-ρας,Male
2039,Πωλίνα,Πωλίνα,Πω-λί-να,Female
2040,Πόλα,Πόλα,Πό-λα,Female
2041,Πόλη,Πόλη,Πό-λη,Female
2042,Πόλης,Πόλη,Πό-λης,Male
2043,Πόλυ,Πόλυ,Πό-λυ,Female
2044,Πόπη,Πόπη,Πό-πη,Female
2045,Πύρα,Πύρα,Πύ-ρα,Female
2046,Πύρος,Πύρο,Πύ-ρος,Male
2047,Πύρρα,Πύρρα,Πύρ-ρα,Female
2048,Πύρρος,Πύρρο,Πύρ-ρος,Male
2049,Πώλ,Πώλ,Πώλ,Male
2050,Ράλλης,Ράλλη,Ράλ-λης,Male
2051,Ράνια,Ράνια,Ρά-νια,Female
2052,Ρέα,Ρέα,Ρέ-α,Female
2053,Ρένα,Ρένα,Ρέ-να,Female
2054,Ρένια,Ρένια,Ρέ-νια,Female
2055,Ρένος,Ρένο,Ρέ-νος,Male
2056,Ρήγας,Ρήγα,Ρή-γας,Male
2057,Ρήγισσα,Ρήγισσα,Ρή-γισ-σα,Female
2058,Ρήγος,Ρήγο,Ρή-γος,Male
2059,Ρήγω,Ρήγω,Ρή-γω,Female
2060,Ρήνα,Ρήνα,Ρή-να,Female
2061,Ρία,Ρία,Ρία,Female
2062,Ρίνα,Ρίνα,Ρί-να,Female
2063,Ρίτσα,Ρίτσα,Ρί-τσα,Female
2064,Ραΐδα,Ραΐδα,Ρα-ΐ-δα,Female
2065,Ραΐς,Ραΐς,Ρα-ΐς,Female
2066,Ραλία,Ραλία,Ρα-λία,Female
2067,Ραλλία,Ραλλία,Ραλ-λία,Female
2068,Ραλλού,Ραλλού,Ραλ-λού,Female
2069,Ραλού,Ραλού,Ρα-λού,Female
2070,Ραφαέλα,Ραφαέλα,Ρα-φα-έ-λα,Female
2071,Ραφαέλλα,Ραφαέλλα,Ρα-φα-έλ-λα,Female
2072,Ραφαέλος,Ραφαέλο,Ρα-φα-έ-λος,Male
2073,Ραφαήλ,Ραφαήλ,Ρα-φαήλ,Male
2074,Ραφαήλα,Ραφαήλα,Ρα-φαή-λα,Female
2075,Ραφαήλος,Ραφαήλο,Ρα-φαή-λος,Male
2076,Ραφαηλία,Ραφαηλία,Ρα-φαη-λία,Female
2077,Ραχήλ,Ραχήλ,Ρα-χήλ,Male
2078,Ρεβέκκα,Ρεβέκκα,Ρε-βέκ-κα,Female
2079,Ρεγίνα,Ρεγίνα,Ρε-γί-να,Female
2080,Ρεγγίνα,Ρεγγίνα,Ρεγ-γί-να,Female
2081,Ρηγίλη,Ρηγίλη,Ρη-γί-λη,Female
2082,Ρηγίνα,Ρηγίνα,Ρη-γί-να,Female
2083,Ρηγίνη,Ρηγίνη,Ρη-γί-νη,Female
2084,Ρηγίνος,Ρηγίνο,Ρη-γί-νος,Male
2085,Ρηγούλα,Ρηγούλα,Ρη-γού-λα,Female
2086,Ρηνιώ,Ρηνιώ,Ρη-νι-ώ,Female
2087,Ρηνούλα,Ρηνούλα,Ρη-νού-λα,Female
2088,Ροδάνθη,Ροδάνθη,Ρο-δάν-θη,Female
2089,Ροδή,Ροδή,Ρο-δή,Female
2090,Ροδής,Ροδής,Ρο-δής,Male
2091,Ροδία,Ροδία,Ρο-δία,Female
2092,Ροδίνης,Ροδίνη,Ρο-δί-νης,Male
2093,Ροδίτα,Ροδίτα,Ρο-δί-τα,Female
2094,Ροδίων,Ροδίων,Ρο-δί-ων,Male
2095,Ροδιά,Ροδιά,Ρο-διά,Female
2096,Ροδιάνα,Ροδιάνα,Ρο-διά-να,Female
2097,Ροδιανή,Ροδιανή,Ρο-δια-νή,Female
2098,Ροδιανός,Ροδιανέ,Ρο-δια-νός,Male
2099,Ροδινός,Ροδινέ,Ρο-δι-νός,Male
2100,Ροδοθέα,Ροδοθέα,Ρο-δο-θέ-α,Female
2101,Ροδούλα,Ροδούλα,Ρο-δού-λα,Female
2102,Ροδόπη,Ροδόπη,Ρο-δό-πη,Female
2103,Ροδώπη,Ροδώπη,Ρο-δώ-πη,Female
2104,Ροζάνα,Ροζάνα,Ρο-ζά-να,Female
2105,Ροζάνθη,Ροζάνθη,Ρο-ζάν-θη,Female
2106,Ροζίνα,Ροζίνα,Ρο-ζί-να,Female
2107,Ροζίτα,Ροζίτα,Ρο-ζί-τα,Female
2108,Ροζαλία,Ροζαλία,Ρο-ζα-λία,Female
2109,Ρουμπίνα,Ρουμπίνα,Ρου-μπί-να,Female
2110,Ρουμπίνη,Ρουμπίνη,Ρου-μπί-νη,Female
2111,Ρουμπίνι,Ρουμπίνι,Ρου-μπί-νι,Male
2112,Ρούλα,Ρούλα,Ρού-λα,Female
2113,Ρούμπεν,Ρούμπεν,Ρού-μπεν,Male
2114,Ρωμάνα,Ρωμάνα,Ρω-μά-να,Female
2115,Ρωμανή,Ρωμανή,Ρω-μα-νή,Female
2116,Ρωμανός,Ρωμανέ,Ρω-μα-νός,Male
2117,Ρωμυλία,Ρωμυλία,Ρω-μυ-λία,Female
2118,Ρωμυλαία,Ρωμυλαία,Ρω-μυ-λαί-α,Female
2119,Ρωμύλα,Ρωμύλα,Ρω-μύ-λα,Female
2120,Ρωμύλη,Ρωμύλη,Ρω-μύ-λη,Female
2121,Ρωμύλης,Ρωμύλη,Ρω-μύ-λης,Male
2122,Ρωμύλιος,Ρωμύλιε,Ρω-μύ-λι-ος,Male
2123,Ρωμύλος,Ρωμύλο,Ρω-μύ-λος,Male
2124,Ρωξάνα,Ρωξάνα,Ρω-ξά-να,Female
2125,Ρωξάνη,Ρωξάνη,Ρω-ξά-νη,Female
2126,Ρόδης,Ρόδη,Ρό-δης,Male
2127,Ρόδιος,Ρόδιε,Ρό-δι-ος,Male
2128,Ρόδος,Ρόδο,Ρό-δος,Male
2129,Ρόζα,Ρόζα,Ρό-ζα,Female
2130,Ρόζυ,Ρόζυ,Ρό-ζυ,Female
2131,Σάβας,Σάβα,Σά-βας,Male
2132,Σάββας,Σάββα,Σάβ-βας,Male
2133,Σάββατος,Σάββατε,Σάβ-βα-τος,Male
2134,Σάκης,Σάκη,Σά-κης,Male
2135,Σάντυ,Σάντυ,Σά-ντυ,Female
2136,Σάρα,Σάρα,Σά-ρα,Female
2137,Σάρρα,Σάρρα,Σάρ-ρα,Female
2138,Σάτος,Σάτο,Σά-τος,Male
2139,Σάτυρος,Σάτυρε,Σά-τυ-ρος,Male
2140,Σέβη,Σέβη,Σέ-βη,Female
2141,Σέβης,Σέβη,Σέ-βης,Male
2142,Σέβος,Σέβο,Σέ-βος,Male
2143,Σέλευκος,Σέλευκε,Σέ-λευ-κος,Male
2144,Σέργιος,Σέργιε,Σέρ-γι-ος,Male
2145,Σήλια,Σήλια,Σή-λια,Female
2146,Σήφης,Σήφη,Σή-φης,Male
2147,Σία,Σία,Σία,Female
2148,Σίλβα,Σίλβα,Σίλ-βα,Female
2149,Σίλβεστρος,Σίλβεστρε,Σίλ-βε-στρος,Male
2150,Σίλβης,Σίλβη,Σίλ-βης,Male
2151,Σίλβια,Σίλβια,Σίλ-βια,Female
2152,Σίμη,Σίμη,Σί-μη,Female
2153,Σίμος,Σίμο,Σί-μος,Male
2154,Σίμων,Σίμων,Σί-μων,Male
2155,Σίσσυ,Σίσσυ,Σίσ-συ,Female
2156,Σαβίνα,Σαβίνα,Σα-βί-να,Female
2157,Σαββάτα,Σαββάτα,Σαβ-βά-τα,Female
2158,Σαββάτη,Σαββάτη,Σαβ-βά-τη,Female
2159,Σαββάτης,Σαββάτη,Σαβ-βά-της,Male
2160,Σαββάτιος,Σαββάτιε,Σαβ-βά-τι-ος,Male
2161,Σαββάτω,Σαββάτω,Σαβ-βά-τω,Female
2162,Σαββατία,Σαββατία,Σαβ-βα-τία,Female
2163,Σαββατίνα,Σαββατίνα,Σαβ-βα-τί-να,Female
2164,Σαββούλα,Σαββούλα,Σαβ-βού-λα,Female
2165,Σαββούλης,Σαββούλη,Σαβ-βού-λης,Male
2166,Σαβούλα,Σαβούλα,Σα-βού-λα,Female
2167,Σαβούλη,Σαβούλη,Σα-βού-λη,Female
2168,Σαλώμα,Σαλώμα,Σα-λώ-μα,Female
2169,Σαλώμη,Σαλώμη,Σα-λώ-μη,Female
2170,Σαμουέλα,Σαμουέλα,Σα-μου-έ-λα,Female
2171,Σαμουέλος,Σαμουέλο,Σα-μου-έ-λος,Male
2172,Σαμουήλ,Σαμουήλ,Σα-μου-ήλ,Male
2173,Σαμουήλα,Σαμουήλα,Σα-μου-ή-λα,Female
2174,Σαμουήλης,Σαμουήλη,Σα-μου-ή-λης,Male
2175,Σαμουήλος,Σαμουήλο,Σα-μου-ή-λος,Male
2176,Σαμουηλία,Σαμουηλία,Σα-μου-η-λία,Female
2177,Σαμψών,Σαμψών,Σαμ-ψών,Male
2178,Σαπφώ,Σαπφώ,Σα-πφώ,Female
2179,Σαράντης,Σαράντη,Σα-ρά-ντης,Male
2180,Σαράντος,Σαράντο,Σα-ρά-ντος,Male
2181,Σαραντούλα,Σαραντούλα,Σα-ρα-ντού-λα,Female
2182,Σεβαστή,Σεβαστή,Σε-βα-στή,Female
2183,Σεβαστίνα,Σεβαστίνα,Σε-βα-στί-να,Female
2184,Σεβαστίνος,Σεβαστίνο,Σε-βα-στί-νος,Male
2185,Σεβαστιάνα,Σεβαστιάνα,Σε-βα-στιά-να,Female
2186,Σεβαστιανή,Σεβαστιανή,Σε-βα-στια-νή,Female
2187,Σεβαστιανός,Σεβαστιανέ,Σε-βα-στια-νός,Male
2188,Σεβαστούλα,Σεβαστούλα,Σε-βα-στού-λα,Female
2189,Σεβαστός,Σεβαστέ,Σε-βα-στός,Male
2190,Σεβηριανή,Σεβηριανή,Σε-βη-ρια-νή,Female
2191,Σεβηριανός,Σεβηριανέ,Σε-βη-ρια-νός,Male
2192,Σεβούλα,Σεβούλα,Σε-βού-λα,Female
2193,Σελήνα,Σελήνα,Σε-λή-να,Female
2194,Σελήνη,Σελήνη,Σε-λή-νη,Female
2195,Σελήνιος,Σελήνιε,Σε-λή-νι-ος,Male
2196,Σελήνος,Σελήνο,Σε-λή-νος,Male
2197,Σελεύκα,Σελεύκα,Σε-λεύ-κα,Female
2198,Σελεύκεια,Σελεύκεια,Σε-λεύ-κεια,Female
2199,Σελεύκη,Σελεύκη,Σε-λεύ-κη,Female
2200,Σεληνία,Σεληνία,Σε-λη-νία,Female
2201,Σεληνιάδα,Σεληνιάδα,Σε-λη-νιά-δα,Female
2202,Σεληνιάς,Σεληνιάς,Σε-λη-νιάς,Male
2203,Σεμίνα,Σεμίνα,Σε-μί-να,Female
2204,Σεραφίνα,Σεραφίνα,Σε-ρα-φί-να,Female
2205,Σεραφείμ,Σεραφείμ,Σε-ρα-φείμ,Male
2206,Σεραφείμα,Σεραφείμα,Σε-ρα-φεί-μα,Female
2207,Σεραφειμή,Σεραφειμή,Σε-ρα-φει-μή,Female
2208,Σεραφειμία,Σεραφειμία,Σε-ρα-φει-μία,Female
2209,Σεραφειμίτσα,Σεραφειμίτσα,Σε-ρα-φει-μί-τσα,Female
2210,Σεραφειμούλα,Σεραφειμούλα,Σε-ρα-φει-μού-λα,Female
2211,Σεργία,Σεργία,Σερ-γία,Female
2212,Σεργιανή,Σεργιανή,Σερ-για-νή,Female
2213,Σεργιούλα,Σεργιούλα,Σερ-γι-ού-λα,Female
2214,Σεσίλια,Σεσίλια,Σε-σί-λια,Female
2215,Σιδέρης,Σιδέρη,Σι-δέ-ρης,Male
2216,Σιλβάνα,Σιλβάνα,Σιλ-βά-να,Female
2217,Σιλβέστρα,Σιλβέστρα,Σιλ-βέ-στρα,Female
2218,Σιλβέστρης,Σιλβέστρη,Σιλ-βέ-στρης,Male
2219,Σιλβανή,Σιλβανή,Σιλ-βα-νή,Female
2220,Σιλβανός,Σιλβανέ,Σιλ-βα-νός,Male
2221,Σιλουάνα,Σιλουάνα,Σι-λου-ά-να,Female
2222,Σιλουάνια,Σιλουάνια,Σι-λου-ά-νια,Female
2223,Σιλουανή,Σιλουανή,Σι-λου-α-νή,Female
2224,Σιλουανός,Σιλουανέ,Σι-λου-α-νός,Male
2225,Σιμέλα,Σιμέλα,Σι-μέ-λα,Female
2226,Σισώης,Σισώη,Σι-σώ-ης,Male
2227,Σκιαδενή,Σκιαδενή,Σκια-δε-νή,Female
2228,Σμάρα,Σμάρα,Σμά-ρα,Female
2229,Σμάραγδος,Σμάραγδε,Σμά-ρα-γδος,Male
2230,Σμάρης,Σμάρη,Σμά-ρης,Male
2231,Σμαήλης,Σμαήλη,Σμαή-λης,Male
2232,Σμαήλος,Σμαήλο,Σμαή-λος,Male
2233,Σμαράγδα,Σμαράγδα,Σμα-ρά-γδα,Female
2234,Σμαράγδης,Σμαράγδη,Σμα-ρά-γδης,Male
2235,Σμαράγδω,Σμαράγδω,Σμα-ρά-γδω,Female
2236,Σμαραγδένια,Σμαραγδένια,Σμα-ρα-γδέ-νια,Female
2237,Σμαραγδένιος,Σμαραγδένιε,Σμα-ρα-γδέ-νι-ος,Male
2238,Σμαραγδή,Σμαραγδή,Σμα-ρα-γδή,Female
2239,Σμαραγδία,Σμαραγδία,Σμα-ρα-γδία,Female
2240,Σμαραγδούλα,Σμαραγδούλα,Σμα-ρα-γδού-λα,Female
2241,Σμαρούλα,Σμαρούλα,Σμα-ρού-λα,Female
2242,Σμαρώ,Σμαρώ,Σμα-ρώ,Female
2243,Σολομονή,Σολομονή,Σο-λο-μο-νή,Female
2244,Σολομωντία,Σολομωντία,Σο-λο-μω-ντία,Female
2245,Σολομών,Σολομών,Σο-λο-μών,Male
2246,Σολομώντας,Σολομώντα,Σο-λο-μώ-ντας,Male
2247,Σολόχων,Σολόχων,Σο-λό-χων,Male
2248,Σουλτάνα,Σουλτάνα,Σου-λτά-να,Female
2249,Σουλτάνης,Σουλτάνη,Σου-λτά-νης,Male
2250,Σουμελά,Σουμελά,Σου-με-λά,Female
2251,Σοφάκι,Σοφάκι,Σο-φά-κι,Male
2252,Σοφία,Σοφία,Σο-φία,Female
2253,Σοφίνα,Σοφίνα,Σο-φί-να,Female
2254,Σοφίτσα,Σοφίτσα,Σο-φί-τσα,Female
2255,Σοφιάννα,Σοφιάννα,Σο-φιά-ννα,Female
2256,Σοφιανή,Σοφιανή,Σο-φια-νή,Female
2257,Σοφιανός,Σοφιανέ,Σο-φια-νός,Male
2258,Σοφοκλής,Σοφοκλής,Σο-φο-κλής,Male
2259,Σοφούλα,Σοφούλα,Σο-φού-λα,Female
2260,Σοφούλης,Σοφούλη,Σο-φού-λης,Male
2261,Σοφός,Σοφέ,Σο-φός,Male
2262,Σούζη,Σούζη,Σού-ζη,Female
2263,Σούζυ,Σούζυ,Σού-ζυ,Female
2264,Σούλα,Σούλα,Σού-λα,Female
2265,Σούλη,Σούλη,Σού-λη,Female
2266,Σούλης,Σούλη,Σού-λης,Male
2267,Σπήλιος,Σπήλιε,Σπή-λι-ος,Male
2268,Σπυράκης,Σπυράκη,Σπυ-ρά-κης,Male
2269,Σπυράκος,Σπυράκο,Σπυ-ρά-κος,Male
2270,Σπυρέτα,Σπυρέτα,Σπυ-ρέ-τα,Female
2271,Σπυρέτος,Σπυρέτο,Σπυ-ρέ-τος,Male
2272,Σπυρίδινα,Σπυρίδινα,Σπυ-ρί-δι-να,Female
2273,Σπυρίδων,Σπυρίδων,Σπυ-ρί-δων,Male
2274,Σπυρίδωνας,Σπυρίδωνα,Σπυ-ρί-δω-νας,Male
2275,Σπυρίνα,Σπυρίνα,Σπυ-ρί-να,Female
2276,Σπυριδούλα,Σπυριδούλα,Σπυ-ρι-δού-λα,Female
2277,Σπυρούλα,Σπυρούλα,Σπυ-ρού-λα,Female
2278,Σπύρος,Σπύρο,Σπύ-ρος,Male
2279,Στάθης,Στάθη,Στά-θης,Male
2280,Στάμος,Στάμο,Στά-μος,Male
2281,Στέλα,Στέλα,Στέ-λα,Female
2282,Στέλιος,Στέλιε,Στέ-λι-ος,Male
2283,Στέλλα,Στέλλα,Στέλ-λα,Female
2284,Στέργιος,Στέργιε,Στέρ-γι-ος,Male
2285,Στέφα,Στέφα,Στέ-φα,Female
2286,Στέφανος,Στέφανε,Στέ-φα-νος,Male
2287,Στέφας,Στέφα,Στέ-φας,Male
2288,Στέφη,Στέφη,Στέ-φη,Female
2289,Στέφος,Στέφο,Στέ-φος,Male
2290,Σταθάκος,Σταθάκο,Στα-θά-κος,Male
2291,Σταθάς,Σταθάς,Στα-θάς,Male
2292,Σταθία,Σταθία,Στα-θία,Female
2293,Σταθούλα,Σταθούλα,Στα-θού-λα,Female
2294,Σταμάτα,Σταμάτα,Στα-μά-τα,Female
2295,Σταμάτης,Σταμάτη,Στα-μά-της,Male
2296,Σταμάτιος,Σταμάτιε,Στα-μά-τι-ος,Male
2297,Σταμέλα,Σταμέλα,Στα-μέ-λα,Female
2298,Σταμέλης,Σταμέλη,Στα-μέ-λης,Male
2299,Σταμέλος,Σταμέλο,Στα-μέ-λος,Male
2300,Σταματέλλα,Σταματέλλα,Στα-μα-τέλ-λα,Female
2301,Σταματή,Σταματή,Στα-μα-τή,Female
2302,Σταματία,Σταματία,Στα-μα-τία,Female
2303,Σταματίνα,Σταματίνα,Στα-μα-τί-να,Female
2304,Σταμελάς,Σταμελάς,Στα-με-λάς,Male
2305,Σταμούλα,Σταμούλα,Στα-μού-λα,Female
2306,Σταμούλης,Σταμούλη,Στα-μού-λης,Male
2307,Σταυράκης,Σταυράκη,Σταυ-ρά-κης,Male
2308,Σταυράκιος,Σταυράκιε,Σταυ-ρά-κι-ος,Male
2309,Σταυρής,Σταυρής,Σταυ-ρής,Male
2310,Σταυρία,Σταυρία,Σταυ-ρία,Female
2311,Σταυρίνα,Σταυρίνα,Σταυ-ρί-να,Female
2312,Σταυριανή,Σταυριανή,Σταυ-ρια-νή,Female
2313,Σταυριανός,Σταυριανέ,Σταυ-ρια-νός,Male
2314,Σταυρούλα,Σταυρούλα,Σταυ-ρού-λα,Female
2315,Σταύρακας,Σταύρακα,Σταύ-ρα-κας,Male
2316,Σταύρος,Σταύρο,Σταύ-ρος,Male
2317,Στελής,Στελής,Στε-λής,Male
2318,Στελίνα,Στελίνα,Στε-λί-να,Female
2319,Στεργιανή,Στεργιανή,Στερ-για-νή,Female
2320,Στεργιούλα,Στεργιούλα,Στερ-γι-ού-λα,Female
2321,Στεφάνα,Στεφάνα,Στε-φά-να,Female
2322,Στεφανή,Στεφανή,Στε-φα-νή,Female
2323,Στεφανής,Στεφανής,Στε-φα-νής,Male
2324,Στεφανία,Στεφανία,Στε-φα-νία,Female
2325,Στεφανίτσα,Στεφανίτσα,Στε-φα-νί-τσα,Female
2326,Στεφανιώ,Στεφανιώ,Στε-φα-νι-ώ,Female
2327,Στράτα,Στράτα,Στρά-τα,Female
2328,Στράτης,Στράτη,Στρά-της,Male
2329,Στράτος,Στράτο,Στρά-τος,Male
2330,Στράτων,Στράτων,Στρά-των,Male
2331,Στρατάς,Στρατάς,Στρα-τάς,Male
2332,Στρατή,Στρατή,Στρα-τή,Female
2333,Στρατής,Στρατής,Στρα-τής,Male
2334,Στρατία,Στρατία,Στρα-τία,Female
2335,Στρατίνα,Στρατίνα,Στρα-τί-να,Female
2336,Στρατηγούλα,Στρατηγούλα,Στρα-τη-γού-λα,Female
2337,Στρατηγός,Στρατηγέ,Στρα-τη-γός,Male
2338,Στρατονίκη,Στρατονίκη,Στρα-το-νί-κη,Female
2339,Στρατονίκης,Στρατονίκη,Στρα-το-νί-κης,Male
2340,Στρατονίκιος,Στρατονίκιε,Στρα-το-νί-κι-ος,Male
2341,Στρατούλα,Στρατούλα,Στρα-τού-λα,Female
2342,Στρατόνικος,Στρατόνικε,Στρα-τό-νι-κος,Male
2343,Στυλιανή,Στυλιανή,Στυ-λια-νή,Female
2344,Στυλιανός,Στυλιανέ,Στυ-λια-νός,Male
2345,Συγκλητική,Συγκλητική,Συ-γκλη-τι-κή,Female
2346,Συμέλα,Συμέλα,Συ-μέ-λα,Female
